"Src","Eqid","Version","Datetime","Lat","Lon","Magnitude","Depth","NST","Region"
"639","uu","60043432","2","Saturday, November  2, 2013 19:52:33 UTC",38.9582,-111.4015,2.2,0.8,7,"Utah"
"640","ak","10836868","1","Saturday, November  2, 2013 19:38:28 UTC",60.1127,-150.9799,1.4,61.6,5,"Kenai Peninsula, Alaska"
"641","ak","10836858","1","Saturday, November  2, 2013 19:22:44 UTC",61.596,-148.2646,1.3,16.6,8,"Southern Alaska"
"642","nc","72100271","0","Saturday, November  2, 2013 19:08:13 UTC",38.799,-122.7582,1.1,2.3,21,"Northern California"
"643","ak","10836835","1","Saturday, November  2, 2013 18:57:22 UTC",60.2984,-141.0487,1.6,17.3,7,"Southern Alaska"
"644","pt","13306001","B","Saturday, November  2, 2013 18:53:45 UTC",-19.188,-172.327,6.5,10,22,"Tonga region"
"645","nc","72100251","0","Saturday, November  2, 2013 18:41:43 UTC",38.8098,-122.8123,1.2,2.3,20,"Northern California"
"646","ak","10836783","1","Saturday, November  2, 2013 18:25:47 UTC",63.3416,-149.9351,1.3,75.6,7,"Central Alaska"
"647","ci","11386842","6","Saturday, November  2, 2013 18:23:10 UTC",34.7077,-116.2923,3.2,1.5,41,"Southern California"
"648","ci","11386834","4","Saturday, November  2, 2013 18:11:13 UTC",33.039,-115.6088,1.1,9.4,23,"Southern California"
"649","ak","10836776","1","Saturday, November  2, 2013 18:04:22 UTC",62.8343,-150.4429,1.4,31.9,13,"Central Alaska"
"650","ak","10836770","1","Saturday, November  2, 2013 17:27:40 UTC",61.1448,-148.5428,1.5,0,4,"Southern Alaska"
"651","ci","11386810","5","Saturday, November  2, 2013 17:26:50 UTC",36.0973,-117.8795,2.4,1.8,31,"Central California"
"652","ak","10836765","2","Saturday, November  2, 2013 17:17:40 UTC",59.9394,-138.347,1.9,9.6,17,"Southeastern Alaska"
"653","ak","10836749","1","Saturday, November  2, 2013 16:50:02 UTC",62.3343,-149.729,1.8,53,19,"Central Alaska"
"654","nn","00428248","1","Saturday, November  2, 2013 16:44:28 UTC",38.7301,-119.601,1.1,8.2,13,"Nevada"
"655","pr","13306002","0","Saturday, November  2, 2013 16:16:47 UTC",19.072,-65.44,3,19,8,"Puerto Rico region"
"656","ak","10840481","2","Saturday, November  2, 2013 15:46:25 UTC",63.2838,-151.1162,1,12.1,9,"Central Alaska"
"657","ak","10840480","2","Saturday, November  2, 2013 15:45:28 UTC",63.2498,-150.7153,1.4,126,13,"Central Alaska"
"658","ak","10836725","1","Saturday, November  2, 2013 15:09:11 UTC",63.4659,-150.7999,1.5,9.2,14,"Central Alaska"
"659","nc","72100156","1","Saturday, November  2, 2013 15:03:37 UTC",37.4763,-121.8113,1.8,7.2,25,"San Francisco Bay area, California"
"660","nc","72100151","1","Saturday, November  2, 2013 15:00:52 UTC",37.4745,-121.8107,2.7,7.4,72,"San Francisco Bay area, California"
"661","nc","72100146","0","Saturday, November  2, 2013 14:40:00 UTC",38.8152,-122.7938,1,2.6,18,"Northern California"
"662","nn","00428246","1","Saturday, November  2, 2013 14:31:17 UTC",37.9882,-118.1346,1.8,0,25,"Nevada"
"663","uw","60622152","2","Saturday, November  2, 2013 14:08:03 UTC",47.6138,-120.2687,1,7,7,"Washington"
"664","nc","72100116","0","Saturday, November  2, 2013 13:29:59 UTC",38.7867,-122.8025,1.1,3.5,21,"Northern California"
"665","se","110213a","A","Saturday, November  2, 2013 13:20:27 UTC",38.5713,-83.7748,2.1,7.8,7,"eastern Kentucky"
"666","ak","10836702","1","Saturday, November  2, 2013 12:14:46 UTC",63.4702,-148.9663,1.2,12,14,"Central Alaska"
"667","nc","72100106","1","Saturday, November  2, 2013 12:10:55 UTC",38.8207,-122.7978,1.4,3.1,31,"Northern California"
"668","ak","10836691","1","Saturday, November  2, 2013 12:08:30 UTC",61.6227,-146.8234,2.4,19.2,60,"Southern Alaska"
"669","pr","13306001","0","Saturday, November  2, 2013 12:03:46 UTC",18.5825,-66.879,2.8,75,15,"Puerto Rico region"
"670","nc","72100096","0","Saturday, November  2, 2013 11:56:18 UTC",37.1717,-121.915,1.2,5.2,9,"Northern California"
"671","nc","72100086","1","Saturday, November  2, 2013 11:26:39 UTC",38.8387,-122.8392,1.8,2.7,37,"Northern California"
"672","ak","10840469","2","Saturday, November  2, 2013 10:53:45 UTC",66.3024,-149.7284,1.3,24.2,10,"northern Alaska"
"673","ak","10840468","2","Saturday, November  2, 2013 10:40:45 UTC",62.2932,-152.0402,1.5,101.3,12,"Central Alaska"
"674","ak","10836682","1","Saturday, November  2, 2013 10:35:58 UTC",60.006,-152.653,1.7,78.7,9,"Southern Alaska"
"675","ak","10836673","1","Saturday, November  2, 2013 10:20:03 UTC",60.0758,-151.9155,1.4,55.6,7,"Kenai Peninsula, Alaska"
"676","nc","72100061","0","Saturday, November  2, 2013 10:03:07 UTC",37.4758,-121.8138,1.3,7.2,15,"San Francisco Bay area, California"
"677","ak","10836663","1","Saturday, November  2, 2013 09:15:43 UTC",59.8259,-152.5368,1.8,57.3,15,"Southern Alaska"
"678","nn","00428240","1","Saturday, November  2, 2013 08:59:48 UTC",37.4974,-117.4047,1.5,4,13,"Nevada"
"679","ci","11386730","5","Saturday, November  2, 2013 08:45:04 UTC",34.4245,-117.8102,1.9,9.5,56,"Southern California"
"680","ak","10836657","2","Saturday, November  2, 2013 08:41:57 UTC",62.895,-150.4119,1.2,84.7,16,"Central Alaska"
"681","nc","72100036","1","Saturday, November  2, 2013 07:59:17 UTC",38.821,-122.8105,1,3.8,25,"Northern California"
"682","ak","10836648","1","Saturday, November  2, 2013 07:37:55 UTC",61.1905,-151.4165,1.6,61.3,28,"Southern Alaska"
"683","ak","10836638","1","Saturday, November  2, 2013 07:22:23 UTC",62.4619,-151.0419,2.1,72.2,47,"Central Alaska"
"684","nc","72100016","1","Saturday, November  2, 2013 07:10:02 UTC",36.85,-121.5718,1.8,4.7,25,"Central California"
"685","pr","13306000","0","Saturday, November  2, 2013 07:09:30 UTC",18.7887,-64.2839,2.6,44,3,"Virgin Islands region"
"686","ak","10836631","1","Saturday, November  2, 2013 06:50:39 UTC",62.3034,-148.4161,1,46.5,5,"Central Alaska"
"687","nc","72100006","0","Saturday, November  2, 2013 06:27:23 UTC",38.7485,-122.6805,1.2,8.3,9,"Northern California"
"688","ci","11386706","4","Saturday, November  2, 2013 06:19:14 UTC",33.9192,-117.9297,1.1,6.6,20,"Greater Los Angeles area, California"
"689","ci","11386698","4","Saturday, November  2, 2013 06:18:37 UTC",31.2802,-115.7652,3.4,0,6,"Baja California, Mexico"
"690","ak","10836620","1","Saturday, November  2, 2013 06:15:19 UTC",62.8678,-149.5653,1,53.9,6,"Central Alaska"
"691","ak","10836621","1","Saturday, November  2, 2013 06:12:26 UTC",64.5808,-149.7141,1.1,38,5,"Central Alaska"
"692","ak","10836616","1","Saturday, November  2, 2013 06:05:05 UTC",62.1593,-149.9391,1.4,25.1,7,"Central Alaska"
"693","ci","11386690","4","Saturday, November  2, 2013 06:01:51 UTC",36.4257,-117.8805,1.6,5.3,16,"Central California"
"694","ak","10836604","2","Saturday, November  2, 2013 05:58:13 UTC",60.2305,-152.6449,3.4,108.6,66,"Southern Alaska"
"695","ci","11386682","4","Saturday, November  2, 2013 05:31:54 UTC",34.0648,-117.2522,1.1,13.9,45,"Greater Los Angeles area, California"
"696","ak","10836598","1","Saturday, November  2, 2013 05:18:00 UTC",64.4024,-150.8817,1.5,21.8,12,"Central Alaska"
"697","ci","11386666","4","Saturday, November  2, 2013 05:15:10 UTC",36.0968,-117.8793,1.1,2.1,19,"Central California"
"698","ak","10836590","2","Saturday, November  2, 2013 05:10:29 UTC",53.9755,-164.3752,2.6,12.5,12,"Unimak Island region, Alaska"
"699","ci","11386634","4","Saturday, November  2, 2013 04:47:50 UTC",31.2158,-115.7792,3.2,2.2,6,"Baja California, Mexico"
"700","nc","72099981","0","Saturday, November  2, 2013 04:38:47 UTC",38.0025,-118.7325,1.6,2.5,5,"Central California"
"701","ak","10836586","1","Saturday, November  2, 2013 04:30:52 UTC",61.6899,-149.7133,1.3,40.5,9,"Southern Alaska"
"702","nc","72099956","0","Saturday, November  2, 2013 03:44:14 UTC",38.8088,-122.7862,1,3.1,10,"Northern California"
"703","ak","10836566","1","Saturday, November  2, 2013 03:30:32 UTC",63.2512,-151.3833,1.6,9.6,14,"Central Alaska"
"704","nn","00428233","1","Saturday, November  2, 2013 03:23:02 UTC",38.3445,-118.5598,1,16,4,"Nevada"
"705","ak","10836561","1","Saturday, November  2, 2013 03:01:21 UTC",61.1527,-146.9936,1.9,0.3,11,"Southern Alaska"
"706","ak","10836557","1","Saturday, November  2, 2013 02:53:40 UTC",61.2237,-151.7321,1.9,80.6,8,"Southern Alaska"
"707","ci","11386618","5","Saturday, November  2, 2013 02:49:15 UTC",34.1917,-117.2908,1.2,0.7,37,"Greater Los Angeles area, California"
"708","ci","11386610","5","Saturday, November  2, 2013 02:35:36 UTC",32.9497,-115.545,2,9.8,24,"Southern California"
"709","ak","10836461","1","Saturday, November  2, 2013 01:58:36 UTC",59.7142,-152.1986,1.3,22,4,"Southern Alaska"
"710","ak","10836453","1","Saturday, November  2, 2013 01:40:23 UTC",60.4129,-151.9771,1.8,44.4,34,"Kenai Peninsula, Alaska"
"711","ak","10836446","1","Saturday, November  2, 2013 01:36:04 UTC",61.4386,-151.5774,2,75.3,25,"Southern Alaska"
"712","nc","72099921","1","Saturday, November  2, 2013 01:35:14 UTC",38.818,-122.798,1.5,4,31,"Northern California"
"713","nc","72099906","0","Saturday, November  2, 2013 00:56:00 UTC",38.8262,-122.761,1.1,2.3,7,"Northern California"
"714","nc","72099896","0","Saturday, November  2, 2013 00:35:59 UTC",38.4292,-122.8145,2.2,0.1,5,"Northern California"
"715","ak","10836434","1","Saturday, November  2, 2013 00:34:51 UTC",63.2697,-151.3942,1.7,0,16,"Central Alaska"
"716","ak","10840431","2","Saturday, November  2, 2013 00:21:15 UTC",63.0617,-150.6059,1.2,113.1,10,"Central Alaska"
"717","ak","10836430","1","Saturday, November  2, 2013 00:08:54 UTC",60.8631,-146.484,1.8,22.9,13,"Southern Alaska"
"718","ak","10836425","1","Saturday, November  2, 2013 00:00:10 UTC",63.3164,-144.9517,1.2,6.8,5,"Central Alaska"
"719","ak","10840140","2","Friday, November  1, 2013 23:13:11 UTC",60.1453,-148.4605,1.5,6.1,5,"Kenai Peninsula, Alaska"
"720","ak","10836416","1","Friday, November  1, 2013 23:04:43 UTC",61.1726,-147.0704,1.6,2.3,5,"Southern Alaska"
"721","ak","10840138","2","Friday, November  1, 2013 23:02:35 UTC",51.5493,-178.1646,1.8,24,6,"Andreanof Islands, Aleutian Islands, Alaska"
"722","pr","13305002","0","Friday, November  1, 2013 22:58:47 UTC",19.1131,-64.7947,3,9,8,"Virgin Islands region"
"723","ak","10836417","1","Friday, November  1, 2013 22:55:07 UTC",62.5555,-150.7524,1.6,46.5,4,"Central Alaska"
"724","uw","60621767","2","Friday, November  1, 2013 22:53:44 UTC",47.3408,-122.3153,1.8,22.9,36,"Seattle-Tacoma urban area, Washington"
"725","ci","11386562","4","Friday, November  1, 2013 22:50:34 UTC",34.1947,-117.2878,1.1,1.5,34,"Greater Los Angeles area, California"
"726","ak","10836209","1","Friday, November  1, 2013 22:47:44 UTC",63.3306,-149.9336,1.6,100,25,"Central Alaska"
"727","nc","72099871","0","Friday, November  1, 2013 22:37:49 UTC",36.623,-121.2365,1.2,4.8,11,"Central California"
"728","nc","72099861","1","Friday, November  1, 2013 22:34:22 UTC",40.2943,-124.3483,2.3,17.6,14,"Northern California"
"729","ci","11386554","5","Friday, November  1, 2013 22:31:31 UTC",33.0325,-116.4285,1.4,7.6,43,"Southern California"
"730","uw","60621727","1","Friday, November  1, 2013 22:11:51 UTC",45.6875,-122.345,1.1,0,11,"Washington"
"731","ci","11386538","5","Friday, November  1, 2013 21:47:29 UTC",34.0285,-117.1062,1.1,10.5,39,"Greater Los Angeles area, California"
"732","ak","10836178","1","Friday, November  1, 2013 21:34:29 UTC",62.9638,-150.3525,2.1,82.4,36,"Central Alaska"
"733","nc","72099846","5","Friday, November  1, 2013 21:32:15 UTC",37.3247,-119.9163,2.7,22,54,"Central California"
"734","nc","72099851","0","Friday, November  1, 2013 21:31:30 UTC",38.7825,-122.7595,1.6,0.9,9,"Northern California"
"735","ak","10840134","2","Friday, November  1, 2013 21:16:22 UTC",63.6585,-149.4472,1.2,119,7,"Central Alaska"
"736","mb","13957108","2","Friday, November  1, 2013 21:14:30 UTC",44.189,-116.4053,2.2,9.9,11,"southern Idaho"
"737","nc","72099826","1","Friday, November  1, 2013 20:58:42 UTC",36.7857,-121.5297,2.8,9.2,66,"Central California"
"738","ak","10840132","2","Friday, November  1, 2013 20:56:33 UTC",60.4489,-147.7217,1.4,6.7,7,"Southern Alaska"
"739","ak","10840131","2","Friday, November  1, 2013 20:51:10 UTC",60.4441,-147.7243,1.3,3.5,6,"Southern Alaska"
"740","ci","11386506","4","Friday, November  1, 2013 20:46:30 UTC",33.848,-117.4895,1.2,0,26,"Greater Los Angeles area, California"
"741","ak","10836136","2","Friday, November  1, 2013 20:42:32 UTC",51.2835,-177.14,1.9,28.5,8,"Andreanof Islands, Aleutian Islands, Alaska"
"742","nc","72099811","0","Friday, November  1, 2013 20:38:17 UTC",39.5962,-121.5902,2.3,0.6,8,"Northern California"
"743","nc","72099806","2","Friday, November  1, 2013 20:30:11 UTC",40.7508,-122.3077,1.8,0,23,"Northern California"
"744","pr","13305001","0","Friday, November  1, 2013 20:19:30 UTC",17.9134,-66.783,2,9,10,"Puerto Rico region"
"745","ak","10836112","1","Friday, November  1, 2013 20:07:06 UTC",62.0802,-151.0916,2.3,75.4,39,"Central Alaska"
"746","ci","11386490","4","Friday, November  1, 2013 19:25:27 UTC",34.3017,-116.451,1.1,8.3,28,"Southern California"
"747","ak","10836089","1","Friday, November  1, 2013 18:59:01 UTC",63.2829,-151.0643,1.2,15.1,7,"Central Alaska"
"748","ak","10836085","1","Friday, November  1, 2013 18:51:47 UTC",60.7865,-151.2904,1.4,49.6,5,"Kenai Peninsula, Alaska"
"749","ak","10840121","2","Friday, November  1, 2013 18:35:44 UTC",62.3721,-151.221,1.2,82.2,8,"Central Alaska"
"750","nc","72099746","1","Friday, November  1, 2013 18:32:08 UTC",38.8252,-122.7963,1.7,3.2,39,"Northern California"
"751","nc","72099756","2","Friday, November  1, 2013 18:32:04 UTC",37.9847,-122.4542,1.2,0,23,"San Francisco Bay area, California"
"752","ak","10840120","2","Friday, November  1, 2013 18:29:04 UTC",61.5786,-150.0643,1.1,56.9,6,"Southern Alaska"
"753","nn","00428203","1","Friday, November  1, 2013 18:21:46 UTC",36.7185,-116.3408,2.7,6.8,18,"Nevada"
"754","pr","13305000","0","Friday, November  1, 2013 18:17:31 UTC",17.9435,-66.975,2.4,10,11,"Puerto Rico region"
"755","nc","72099736","0","Friday, November  1, 2013 18:17:07 UTC",38.7563,-122.7232,1.5,2.6,19,"Northern California"
"756","nc","72099731","1","Friday, November  1, 2013 18:14:27 UTC",36.8745,-121.6088,2.7,4.6,51,"Central California"
"757","uw","60038808","1","Friday, November  1, 2013 18:13:28 UTC",49.1822,-122.1397,1,0,13,"British Columbia, Canada"
"758","ci","11386458","5","Friday, November  1, 2013 17:59:33 UTC",33.6467,-116.7662,1,14.3,27,"Southern California"
"759","nn","00428566","1","Friday, November  1, 2013 17:54:38 UTC",40.507,-119.6069,1.2,16.9,5,"Nevada"
"760","nc","72099686","0","Friday, November  1, 2013 17:35:39 UTC",36.5823,-121.1912,1.9,3.9,18,"Central California"
"761","nc","72099676","1","Friday, November  1, 2013 17:31:20 UTC",36.5848,-121.1895,2.2,6.7,36,"Central California"
"762","ak","10840117","2","Friday, November  1, 2013 17:30:06 UTC",62.2162,-150.1707,1,16.4,6,"Central Alaska"
"763","nc","72099701","2","Friday, November  1, 2013 17:28:33 UTC",40.189,-121.0922,1.6,8.7,11,"Northern California"
"764","ak","10840116","2","Friday, November  1, 2013 17:24:24 UTC",57.8598,-156.1235,2.4,122.4,9,"Alaska Peninsula"
"765","nc","72099671","0","Friday, November  1, 2013 17:16:21 UTC",38.8203,-122.8247,1,1.2,19,"Northern California"
"766","ci","11386450","2","Friday, November  1, 2013 17:13:28 UTC",34.9567,-117.0977,1.2,9.1,12,"Southern California"
"767","nc","72099661","0","Friday, November  1, 2013 17:11:47 UTC",38.8197,-122.8245,1.4,1.4,24,"Northern California"
"768","ak","10840115","2","Friday, November  1, 2013 17:09:58 UTC",63.0832,-150.5553,1.2,110.5,7,"Central Alaska"
"769","ak","10836046","1","Friday, November  1, 2013 16:57:33 UTC",60.6682,-152.5758,1,10.3,10,"Southern Alaska"
"770","ci","11386442","4","Friday, November  1, 2013 16:11:31 UTC",33.2643,-115.9975,1.2,4.8,27,"Southern California"
"771","nc","72099651","0","Friday, November  1, 2013 16:09:07 UTC",36.6072,-121.0627,1.3,9.1,11,"Central California"
"772","ak","10840112","2","Friday, November  1, 2013 15:47:42 UTC",51.4475,-175.4772,2.2,34.6,5,"Andreanof Islands, Aleutian Islands, Alaska"
"773","ak","10840110","2","Friday, November  1, 2013 15:01:32 UTC",60.6846,-137.8178,1.3,1,5,"Southern Yukon Territory, Canada"
"774","ak","10840109","2","Friday, November  1, 2013 14:52:14 UTC",60.6329,-147.6337,1.2,5.8,6,"Southern Alaska"
"775","nc","72099641","2","Friday, November  1, 2013 14:41:48 UTC",37.7518,-122.5212,1,11.1,16,"offshore Northern California"
"776","ci","11386418","2","Friday, November  1, 2013 14:39:22 UTC",34.815,-120.3797,1.3,0,19,"Central California"
"777","uu","60043322","2","Friday, November  1, 2013 14:32:51 UTC",41.6078,-112.4327,1.1,6.1,16,"Utah"
"778","ak","10840108","2","Friday, November  1, 2013 14:24:12 UTC",60.5816,-151.0464,1.3,29.2,6,"Kenai Peninsula, Alaska"
"779","ak","10836012","1","Friday, November  1, 2013 14:05:15 UTC",60.3353,-143.2146,1.3,10.5,5,"Southern Alaska"
"780","ci","11386386","4","Friday, November  1, 2013 13:58:07 UTC",33.9488,-118.335,1.6,7.1,22,"Greater Los Angeles area, California"
"781","nc","72099616","0","Friday, November  1, 2013 13:55:21 UTC",35.6642,-121.0707,1.5,6.7,15,"Central California"
"782","ak","10840106","2","Friday, November  1, 2013 13:16:22 UTC",52.5504,-168.9514,1.9,26.1,5,"Fox Islands, Aleutian Islands, Alaska"
"783","ak","10840105","2","Friday, November  1, 2013 13:07:04 UTC",60.4598,-150.9453,1.4,53.4,7,"Kenai Peninsula, Alaska"
"784","nc","72099596","0","Friday, November  1, 2013 12:44:43 UTC",38.8222,-122.7633,1.1,1.8,15,"Northern California"
"785","ak","10840102","2","Friday, November  1, 2013 12:36:24 UTC",61.7981,-150.6306,1.2,57.6,7,"Southern Alaska"
"786","ci","11386370","4","Friday, November  1, 2013 12:33:00 UTC",34.8192,-120.3712,1.6,0.1,25,"Central California"
"787","nc","72099551","0","Friday, November  1, 2013 12:09:23 UTC",38.7423,-122.7232,1,4,8,"Northern California"
"788","nc","72099546","0","Friday, November  1, 2013 11:51:25 UTC",37.6145,-118.4198,1.7,9.2,17,"Central California"
"789","ci","11386346","5","Friday, November  1, 2013 11:47:18 UTC",36.1133,-117.8545,1.7,0.1,28,"Central California"
"790","ak","10840101","2","Friday, November  1, 2013 11:42:54 UTC",62.7088,-151.0538,1.2,82.6,9,"Central Alaska"
"791","ak","10835996","1","Friday, November  1, 2013 11:42:31 UTC",60.501,-141.4606,1.4,4.2,8,"Southern Alaska"
"792","ak","10835991","1","Friday, November  1, 2013 11:33:04 UTC",60.0224,-150.9287,2.1,50.2,29,"Kenai Peninsula, Alaska"
"793","ak","10840098","2","Friday, November  1, 2013 11:27:51 UTC",60.3842,-151.0342,1.2,22,8,"Kenai Peninsula, Alaska"
"794","ak","10835989","1","Friday, November  1, 2013 11:23:50 UTC",61.8055,-143.7604,1.8,9.8,10,"Southern Alaska"
"795","ak","10840096","2","Friday, November  1, 2013 11:18:02 UTC",57.9978,-151.3013,2.1,1,5,"Kodiak Island region, Alaska"
"796","ak","10840095","2","Friday, November  1, 2013 11:17:14 UTC",62.9401,-151.1696,1.3,121.3,10,"Central Alaska"
"797","ak","10840093","2","Friday, November  1, 2013 10:46:12 UTC",54.3243,-162.6564,2.3,16.1,5,"Alaska Peninsula"
"798","ak","10836168","2","Friday, November  1, 2013 10:43:27 UTC",53.5894,-165.3092,2,40.8,13,"Fox Islands, Aleutian Islands, Alaska"
"799","uu","60043317","2","Friday, November  1, 2013 10:32:00 UTC",38.095,-112.5838,1.5,3.6,15,"Utah"
"800","ak","10840091","2","Friday, November  1, 2013 09:13:58 UTC",62.6875,-149.4294,1,65.4,8,"Central Alaska"
"801","ak","10840089","2","Friday, November  1, 2013 09:03:09 UTC",55.3668,-163.3635,2.4,89.5,5,"Unimak Island region, Alaska"
"802","ak","10835976","1","Friday, November  1, 2013 08:46:33 UTC",65.8243,-147.6982,1.4,15.5,8,"northern Alaska"
"803","uw","60621302","2","Friday, November  1, 2013 08:21:23 UTC",48.6492,-121.5587,1.1,4.2,18,"Washington"
"804","ak","10840086","2","Friday, November  1, 2013 08:09:42 UTC",66.3104,-141.8987,1.3,49.4,5,"northern Alaska"
"805","ci","11386266","5","Friday, November  1, 2013 08:05:28 UTC",33.456,-117.059,1.9,17.9,65,"Southern California"
"806","ak","10835972","1","Friday, November  1, 2013 08:00:53 UTC",61.6055,-141.1485,1.7,0.2,8,"Southern Alaska"
"807","ak","10840083","2","Friday, November  1, 2013 07:30:36 UTC",50.9889,179.2727,3.2,115.3,6,"Rat Islands, Aleutian Islands, Alaska"
"808","ak","10840082","2","Friday, November  1, 2013 07:19:38 UTC",62.0274,-151.2715,1.2,8.6,6,"Central Alaska"
"809","nc","72099521","1","Friday, November  1, 2013 07:14:30 UTC",38.814,-122.8163,2.1,2.5,40,"Northern California"
"810","ak","10835966","1","Friday, November  1, 2013 07:05:39 UTC",60.5113,-152.7309,1.8,6.6,19,"Southern Alaska"
"811","ci","11386258","4","Friday, November  1, 2013 06:54:33 UTC",36.0728,-117.7302,1.5,1.3,23,"Central California"
"812","ak","10840080","2","Friday, November  1, 2013 06:52:47 UTC",53.246,-165.9782,1.5,25.6,5,"Fox Islands, Aleutian Islands, Alaska"
"813","nc","72099511","0","Friday, November  1, 2013 06:49:21 UTC",38.8312,-122.8687,1.4,2,21,"Northern California"
"814","ak","10840078","2","Friday, November  1, 2013 06:33:55 UTC",62.6156,-151.0986,1.1,82.4,6,"Central Alaska"
"815","nc","72099501","5","Friday, November  1, 2013 06:19:41 UTC",36.2488,-120.8157,3.2,7.3,103,"Central California"
"816","ci","11386218","4","Friday, November  1, 2013 06:11:11 UTC",33.1837,-115.5752,1.3,1.8,25,"Southern California"
"817","ci","11386186","4","Friday, November  1, 2013 05:54:51 UTC",33.1868,-115.5712,1.2,1.5,18,"Southern California"
"818","ci","11386170","4","Friday, November  1, 2013 05:39:58 UTC",33.0362,-116.4253,1,5.1,30,"Southern California"
"819","ak","10835937","1","Friday, November  1, 2013 05:33:11 UTC",60.3896,-151.1018,2,29.7,36,"Kenai Peninsula, Alaska"
"820","ak","10835934","1","Friday, November  1, 2013 05:28:55 UTC",61.8955,-149.2688,1.2,14.9,12,"Southern Alaska"
"821","nc","72099476","0","Friday, November  1, 2013 05:26:41 UTC",38.7655,-122.7168,1.7,2.4,20,"Northern California"
"822","ak","10840074","2","Friday, November  1, 2013 05:18:05 UTC",62.3981,-151.3822,1.2,89.1,8,"Central Alaska"
"823","ci","11386162","5","Friday, November  1, 2013 05:11:32 UTC",35.4787,-118.2908,1.3,4.4,41,"Central California"
"824","ak","10840073","2","Friday, November  1, 2013 04:45:21 UTC",62.9944,-150.5472,1.1,90.2,8,"Central Alaska"
"825","ak","10835926","2","Friday, November  1, 2013 04:23:03 UTC",51.1715,-178.5925,3.4,16,17,"Andreanof Islands, Aleutian Islands, Alaska"
"826","ak","10840071","2","Friday, November  1, 2013 04:09:02 UTC",51.1423,-176.1964,1.9,14.1,6,"Andreanof Islands, Aleutian Islands, Alaska"
"827","ci","11386130","4","Friday, November  1, 2013 04:04:24 UTC",33.1838,-115.5785,1.6,0,24,"Southern California"
"828","ak","10840069","2","Friday, November  1, 2013 04:01:14 UTC",63.5085,-151.0464,1.2,16.7,6,"Central Alaska"
"829","ci","11386106","4","Friday, November  1, 2013 03:44:55 UTC",33.1848,-115.5708,1.3,2.1,21,"Southern California"
"830","ak","10835904","1","Friday, November  1, 2013 03:30:57 UTC",62.8621,-148.3453,2.1,55.8,46,"Central Alaska"
"831","nc","72099426","2","Friday, November  1, 2013 03:17:38 UTC",38.8307,-122.8688,1,1.7,32,"Northern California"
"832","nc","72099421","0","Friday, November  1, 2013 03:17:38 UTC",38.8308,-122.8658,1.2,1.5,14,"Northern California"
"833","nc","72099416","0","Friday, November  1, 2013 03:15:39 UTC",36.6473,-121.2798,1.7,7.9,20,"Central California"
"834","nc","72099396","0","Friday, November  1, 2013 03:05:38 UTC",37.583,-122.6248,1.2,2.1,5,"offshore Northern California"
"835","nc","72099406","2","Friday, November  1, 2013 03:04:47 UTC",37.5795,-122.5135,1.2,7.9,17,"San Francisco Bay area, California"
"836","nc","72099381","3","Friday, November  1, 2013 03:00:10 UTC",40.2933,-124.5073,2.5,19.5,32,"offshore Northern California"
"837","uu","60002210","2","Friday, November  1, 2013 02:56:52 UTC",38.7345,-112.5672,1.3,0.7,11,"Utah"
"838","uu","60043307","2","Friday, November  1, 2013 02:56:36 UTC",41.1732,-111.2288,1.4,5.6,14,"Utah"
"839","ci","11386082","5","Friday, November  1, 2013 02:52:23 UTC",35.3472,-118.5765,2.2,5.5,50,"Central California"
"840","uu","60043302","2","Friday, November  1, 2013 02:45:45 UTC",40.8042,-111.8113,1,5.6,35,"Wasatch Front Urban Corridor, Utah"
"841","ak","10840065","2","Friday, November  1, 2013 02:14:27 UTC",63.1617,-149.9363,1,92.4,8,"Central Alaska"
"842","ak","10835895","1","Friday, November  1, 2013 02:09:48 UTC",63.4552,-147.9888,1.1,81.5,7,"Central Alaska"
"843","ak","10840063","2","Friday, November  1, 2013 02:05:51 UTC",63.6059,-149.704,1.2,114.1,9,"Central Alaska"
"844","ak","10835891","1","Friday, November  1, 2013 01:51:04 UTC",63.522,-147.3048,1.4,12.3,14,"Central Alaska"
"845","ak","10840061","2","Friday, November  1, 2013 01:44:54 UTC",52.0438,-175.0463,1.3,13.3,6,"Andreanof Islands, Aleutian Islands, Alaska"
"846","ak","10835889","2","Friday, November  1, 2013 01:43:28 UTC",51.7852,-178.0206,1.3,9.3,7,"Andreanof Islands, Aleutian Islands, Alaska"
"847","ak","10840058","2","Friday, November  1, 2013 01:41:24 UTC",65.795,-147.4945,1,17.7,8,"northern Alaska"
"848","ak","10835880","1","Friday, November  1, 2013 01:12:38 UTC",62.3006,-151.2848,2.2,99.7,34,"Central Alaska"
"849","ci","11386034","5","Friday, November  1, 2013 00:52:58 UTC",33.4407,-116.5663,1.4,10.7,30,"Southern California"
"850","ci","11386026","5","Friday, November  1, 2013 00:52:49 UTC",33.6493,-116.7167,1.3,17.4,32,"Southern California"
"851","ak","10840055","2","Friday, November  1, 2013 00:49:05 UTC",60.0819,-153.313,1.6,137,7,"Southern Alaska"
"852","ci","11386010","4","Friday, November  1, 2013 00:42:14 UTC",33.1607,-115.6553,1.5,0.6,25,"Southern California"
"853","ci","11386002","5","Friday, November  1, 2013 00:41:15 UTC",33.1605,-115.6568,1.6,1.7,39,"Southern California"
"854","ci","11385994","4","Friday, November  1, 2013 00:39:02 UTC",33.9965,-117.182,1,16.4,32,"Greater Los Angeles area, California"
